MONTH,GEOGRAPHY,DURATION,AGE GROUP,Both sexes,Male,Female
Mar2013,"Total, Ontario regions",      27 - 51 weeks,  15-19,4.3,2.3,2.1
Mar2013,"Total, Ontario regions",      27 - 51 weeks,  20-24,5.2,3.7,1.5
Mar2013,"Total, Ontario regions",      27 - 51 weeks,  25-44,19.1,8.9,10.1
Mar2013,"Total, Ontario regions",      27 - 51 weeks,  45-54,10.3,4.8,5.4
Mar2013,"Total, Ontario regions",      27 - 51 weeks,  55-64,8.9,4.3,4.6
Mar2013,"Total, Ontario regions",      27 - 51 weeks,  65 years and over,1.5,0.0,0.0
Mar2013,"Total, Ontario regions",      52 weeks,"Total, 15 years and over",39.8,23.1,16.7
Mar2013,"Total, Ontario regions",      52 weeks, 15-64 years,38.7,22.5,16.2
Mar2013,"Total, Ontario regions",      52 weeks,  15-19,4.3,1.6,2.6
Mar2013,"Total, Ontario regions",      52 weeks,  20-24,3.8,2.5,0.0
Mar2013,"Total, Ontario regions",      52 weeks,  25-44,12.9,8.1,4.8
Mar2013,"Total, Ontario regions",      52 weeks,  45-54,10.8,6.8,4.0
Mar2013,"Total, Ontario regions",      52 weeks,  55-64,6.9,3.4,3.4
Mar2013,"Total, Ontario regions",      52 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,"Total, Ontario regions",      53 weeks or more,"Total, 15 years and over",48.9,26.2,22.7
Mar2013,"Total, Ontario regions",      53 weeks or more, 15-64 years,48.3,25.8,22.5
Mar2013,"Total, Ontario regions",      53 weeks or more,  15-19,0.0,0.0,0.0
Mar2013,"Total, Ontario regions",      53 weeks or more,  20-24,2.6,0.0,1.7
Mar2013,"Total, Ontario regions",      53 weeks or more,  25-44,21.3,11.3,10.1
Mar2013,"Total, Ontario regions",      53 weeks or more,  45-54,12.8,7.2,5.6
Mar2013,"Total, Ontario regions",      53 weeks or more,  55-64,10.7,6.1,4.6
Mar2013,"Total, Ontario regions",      53 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2013,"Total, Ontario regions",   Duration unknown,"Total, 15 years and over",15.3,10.3,5.1
Mar2013,"Total, Ontario regions",   Duration unknown, 15-64 years,15.3,10.3,5.1
Mar2013,"Total, Ontario regions",   Duration unknown,  15-19,1.9,0.0,0.0
Mar2013,"Total, Ontario regions",   Duration unknown,  20-24,3.6,3.1,0.0
Mar2013,"Total, Ontario regions",   Duration unknown,  25-44,5.2,3.5,1.7
Mar2013,"Total, Ontario regions",   Duration unknown,  45-54,2.7,0.0,0.0
Mar2013,"Total, Ontario regions",   Duration unknown,  55-64,2.0,1.5,0.0
Mar2013,"Total, Ontario regions",   Duration unknown,  65 years and over,0.0,0.0,0.0
Mar2013,"Total, Ontario regions",Average weeks unemployed (no top-code),"Total, 15 years and over",22.1,21.7,22.7
Mar2013,"Total, Ontario regions",Average weeks unemployed (no top-code), 15-64 years,22.1,21.6,22.7
Mar2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  15-19,11.8,10.7,13.1
Mar2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  20-24,15.3,14.9,15.8
Mar2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  25-44,23.6,22.7,24.7
Mar2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  45-54,26.3,28.9,23.0
Mar2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  55-64,31.0,28.2,34.5
Mar2013,"Total, Ontario regions",Average weeks unemployed (no top-code),  65 years and over,23.9,22.5,26.9
Mar2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",20.3,19.9,20.7
Mar2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks), 15-64 years,20.2,19.9,20.6
Mar2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  15-19,11.5,10.7,12.5
Mar2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  20-24,14.8,14.3,15.6
Mar2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  25-44,21.6,21.0,22.3
Mar2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  45-54,23.7,25.0,22.3
Mar2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  55-64,26.9,26.1,27.9
Mar2013,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  65 years and over,23.7,22.3,26.9
Mar2013,Eastern region,Total unemployed,"Total, 15 years and over",79.7,48.8,30.9
Mar2013,Eastern region,Total unemployed, 15-64 years,77.2,47.1,30.0
Mar2013,Eastern region,Total unemployed,  15-19,13.8,8.1,5.6
Mar2013,Eastern region,Total unemployed,  20-24,10.6,5.8,4.7
Mar2013,Eastern region,Total unemployed,  25-44,25.2,15.6,9.6
Mar2013,Eastern region,Total unemployed,  45-54,15.9,10.2,5.7
Mar2013,Eastern region,Total unemployed,  55-64,11.6,7.3,4.3
Mar2013,Eastern region,Total unemployed,  65 years and over,2.5,1.7,0.0
Mar2013,Eastern region,   1 - 4 weeks,"Total, 15 years and over",25.9,12.8,13.1
Mar2013,Eastern region,   1 - 4 weeks, 15-64 years,25.0,11.9,13.0
Mar2013,Eastern region,   1 - 4 weeks,  15-19,6.1,3.0,3.1
Mar2013,Eastern region,   1 - 4 weeks,  20-24,3.7,1.6,2.1
Mar2013,Eastern region,   1 - 4 weeks,  25-44,7.3,3.1,4.2
Mar2013,Eastern region,   1 - 4 weeks,  45-54,5.2,2.8,2.4
Mar2013,Eastern region,   1 - 4 weeks,  55-64,2.7,0.0,0.0
Mar2013,Eastern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Eastern region,   5 - 13 weeks,"Total, 15 years and over",23.5,15.7,7.8
Mar2013,Eastern region,   5 - 13 weeks, 15-64 years,22.5,15.1,7.4
Mar2013,Eastern region,   5 - 13 weeks,  15-19,4.0,2.7,0.0
Mar2013,Eastern region,   5 - 13 weeks,  20-24,3.1,0.0,1.7
Mar2013,Eastern region,   5 - 13 weeks,  25-44,8.3,5.6,2.7
Mar2013,Eastern region,   5 - 13 weeks,  45-54,3.9,3.0,0.0
Mar2013,Eastern region,   5 - 13 weeks,  55-64,3.2,2.4,0.0
Mar2013,Eastern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Eastern region,   14 - 25 weeks,"Total, 15 years and over",10.4,7.2,3.1
Mar2013,Eastern region,   14 - 25 weeks, 15-64 years,10.1,7.2,2.9
Mar2013,Eastern region,   14 - 25 weeks,  15-19,2.0,0.0,0.0
Mar2013,Eastern region,   14 - 25 weeks,  20-24,0.0,0.0,0.0
Mar2013,Eastern region,   14 - 25 weeks,  25-44,4.0,2.7,0.0
Mar2013,Eastern region,   14 - 25 weeks,  45-54,2.3,1.6,0.0
Mar2013,Eastern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
Mar2013,Eastern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Eastern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
Mar2013,Eastern region,   26 weeks , 15-64 years,0.0,0.0,0.0
Mar2013,Eastern region,   26 weeks ,  15-19,0.0,0.0,0.0
Mar2013,Eastern region,   26 weeks ,  20-24,0.0,0.0,0.0
Mar2013,Eastern region,   26 weeks ,  25-44,0.0,0.0,0.0
Mar2013,Eastern region,   26 weeks ,  45-54,0.0,0.0,0.0
Mar2013,Eastern region,   26 weeks ,  55-64,0.0,0.0,0.0
Mar2013,Eastern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Mar2013,Eastern region,   27 weeks or more,"Total, 15 years and over",17.7,12.3,5.4
Mar2013,Eastern region,   27 weeks or more, 15-64 years,17.4,12.1,5.3
Mar2013,Eastern region,   27 weeks or more,  15-19,0.0,0.0,0.0
Mar2013,Eastern region,   27 weeks or more,  20-24,2.5,1.7,0.0
Mar2013,Eastern region,   27 weeks or more,  25-44,5.2,4.2,0.0
Mar2013,Eastern region,   27 weeks or more,  45-54,4.0,2.7,0.0
Mar2013,Eastern region,   27 weeks or more,  55-64,4.3,2.5,1.8
Mar2013,Eastern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2013,Eastern region,      27 - 51 weeks,"Total, 15 years and over",7.8,4.5,3.3
Mar2013,Eastern region,      27 - 51 weeks, 15-64 years,7.5,4.4,3.2
Mar2013,Eastern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Mar2013,Eastern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Mar2013,Eastern region,      27 - 51 weeks,  25-44,2.3,1.6,0.0
Mar2013,Eastern region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
Mar2013,Eastern region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
Mar2013,Eastern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Eastern region,      52 weeks,"Total, 15 years and over",4.0,3.2,0.0
Mar2013,Eastern region,      52 weeks, 15-64 years,4.0,3.2,0.0
Mar2013,Eastern region,      52 weeks,  15-19,0.0,0.0,0.0
Mar2013,Eastern region,      52 weeks,  20-24,0.0,0.0,0.0
Mar2013,Eastern region,      52 weeks,  25-44,0.0,0.0,0.0
Mar2013,Eastern region,      52 weeks,  45-54,0.0,0.0,0.0
Mar2013,Eastern region,      52 weeks,  55-64,0.0,0.0,0.0
Mar2013,Eastern region,      52 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Eastern region,      53 weeks or more,"Total, 15 years and over",5.9,4.6,0.0
Mar2013,Eastern region,      53 weeks or more, 15-64 years,5.9,4.6,0.0
Mar2013,Eastern region,      53 weeks or more,  15-19,0.0,0.0,0.0
Mar2013,Eastern region,      53 weeks or more,  20-24,0.0,0.0,0.0
Mar2013,Eastern region,      53 weeks or more,  25-44,1.9,1.7,0.0
Mar2013,Eastern region,      53 weeks or more,  45-54,0.0,0.0,0.0
Mar2013,Eastern region,      53 weeks or more,  55-64,2.3,1.8,0.0
Mar2013,Eastern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2013,Eastern region,   Duration unknown,"Total, 15 years and over",2.1,0.0,0.0
Mar2013,Eastern region,   Duration unknown, 15-64 years,2.1,0.0,0.0
Mar2013,Eastern region,   Duration unknown,  15-19,0.0,0.0,0.0
Mar2013,Eastern region,   Duration unknown,  20-24,0.0,0.0,0.0
Mar2013,Eastern region,   Duration unknown,  25-44,0.0,0.0,0.0
Mar2013,Eastern region,   Duration unknown,  45-54,0.0,0.0,0.0
Mar2013,Eastern region,   Duration unknown,  55-64,0.0,0.0,0.0
Mar2013,Eastern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Mar2013,Eastern region,Average weeks unemployed (no top-code),"Total, 15 years and over",18.5,20.9,14.5
Mar2013,Eastern region,Average weeks unemployed (no top-code), 15-64 years,18.7,21.4,14.4
Mar2013,Eastern region,Average weeks unemployed (no top-code),  15-19,10.5,11.5,9.1
Mar2013,Eastern region,Average weeks unemployed (no top-code),  20-24,15.8,18.5,12.7
Mar2013,Eastern region,Average weeks unemployed (no top-code),  25-44,18.7,22.5,12.3
Mar2013,Eastern region,Average weeks unemployed (no top-code),  45-54,21.4,24.4,15.9
Mar2013,Eastern region,Average weeks unemployed (no top-code),  55-64,27.6,28.7,25.9
Mar2013,Eastern region,Average weeks unemployed (no top-code),  65 years and over,11.2,8.1,17.8
Mar2013,Eastern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",17.7,20.1,13.9
Mar2013,Eastern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,17.9,20.5,13.8
Mar2013,Eastern region,Average weeks unemployed (top-code = 99 weeks),  15-19,10.5,11.5,9.1
Mar2013,Eastern region,Average weeks unemployed (top-code = 99 weeks),  20-24,15.8,18.5,12.6
Mar2013,Eastern region,Average weeks unemployed (top-code = 99 weeks),  25-44,17.8,21.6,11.4
Mar2013,Eastern region,Average weeks unemployed (top-code = 99 weeks),  45-54,20.0,22.2,15.9
Mar2013,Eastern region,Average weeks unemployed (top-code = 99 weeks),  55-64,26.5,27.8,24.3
Mar2013,Eastern region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,11.2,8.1,17.8
Mar2013,Central region,Total unemployed,"Total, 15 years and over",311.6,166.6,145.0
Mar2013,Central region,Total unemployed, 15-64 years,307.9,163.4,144.5
Mar2013,Central region,Total unemployed,  15-19,41.9,21.7,20.3
Mar2013,Central region,Total unemployed,  20-24,41.6,25.0,16.6
Mar2013,Central region,Total unemployed,  25-44,122.8,67.8,54.9
Mar2013,Central region,Total unemployed,  45-54,63.5,29.1,34.4
Mar2013,Central region,Total unemployed,  55-64,38.1,19.8,18.3
Mar2013,Central region,Total unemployed,  65 years and over,3.7,3.2,0.0
Mar2013,Central region,   1 - 4 weeks,"Total, 15 years and over",91.4,46.5,44.9
Mar2013,Central region,   1 - 4 weeks, 15-64 years,91.0,46.3,44.7
Mar2013,Central region,   1 - 4 weeks,  15-19,20.7,10.9,9.8
Mar2013,Central region,   1 - 4 weeks,  20-24,12.6,8.5,4.1
Mar2013,Central region,   1 - 4 weeks,  25-44,31.5,15.1,16.4
Mar2013,Central region,   1 - 4 weeks,  45-54,16.6,7.0,9.6
Mar2013,Central region,   1 - 4 weeks,  55-64,9.7,4.9,4.8
Mar2013,Central region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Central region,   5 - 13 weeks,"Total, 15 years and over",79.7,45.2,34.6
Mar2013,Central region,   5 - 13 weeks, 15-64 years,79.0,44.5,34.6
Mar2013,Central region,   5 - 13 weeks,  15-19,11.5,6.6,4.9
Mar2013,Central region,   5 - 13 weeks,  20-24,13.2,7.3,6.0
Mar2013,Central region,   5 - 13 weeks,  25-44,32.9,21.0,11.9
Mar2013,Central region,   5 - 13 weeks,  45-54,15.2,6.5,8.7
Mar2013,Central region,   5 - 13 weeks,  55-64,6.2,3.2,3.0
Mar2013,Central region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Central region,   14 - 25 weeks,"Total, 15 years and over",45.6,26.9,18.7
Mar2013,Central region,   14 - 25 weeks, 15-64 years,45.0,26.3,18.7
Mar2013,Central region,   14 - 25 weeks,  15-19,4.1,2.3,1.8
Mar2013,Central region,   14 - 25 weeks,  20-24,8.5,4.8,3.7
Mar2013,Central region,   14 - 25 weeks,  25-44,18.7,11.8,6.9
Mar2013,Central region,   14 - 25 weeks,  45-54,9.1,4.7,4.4
Mar2013,Central region,   14 - 25 weeks,  55-64,4.4,2.6,1.8
Mar2013,Central region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Central region,   26 weeks ,"Total, 15 years and over",4.2,1.7,2.5
Mar2013,Central region,   26 weeks , 15-64 years,4.2,1.7,2.5
Mar2013,Central region,   26 weeks ,  15-19,0.0,0.0,0.0
Mar2013,Central region,   26 weeks ,  20-24,0.0,0.0,0.0
Mar2013,Central region,   26 weeks ,  25-44,2.0,0.0,0.0
Mar2013,Central region,   26 weeks ,  45-54,0.0,0.0,0.0
Mar2013,Central region,   26 weeks ,  55-64,0.0,0.0,0.0
Mar2013,Central region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Mar2013,Central region,   27 weeks or more,"Total, 15 years and over",82.9,41.0,41.9
Mar2013,Central region,   27 weeks or more, 15-64 years,80.9,39.3,41.6
Mar2013,Central region,   27 weeks or more,  15-19,4.7,1.5,3.1
Mar2013,Central region,   27 weeks or more,  20-24,4.4,2.6,1.9
Mar2013,Central region,   27 weeks or more,  25-44,35.1,17.3,17.8
Mar2013,Central region,   27 weeks or more,  45-54,20.0,9.8,10.2
Mar2013,Central region,   27 weeks or more,  55-64,16.7,8.1,8.6
Mar2013,Central region,   27 weeks or more,  65 years and over,2.0,1.7,0.0
Mar2013,Central region,      27 - 51 weeks,"Total, 15 years and over",29.7,14.9,14.8
Mar2013,Central region,      27 - 51 weeks, 15-64 years,28.6,14.0,14.6
Mar2013,Central region,      27 - 51 weeks,  15-19,2.1,0.0,0.0
Mar2013,Central region,      27 - 51 weeks,  20-24,1.9,0.0,0.0
Mar2013,Central region,      27 - 51 weeks,  25-44,12.6,5.9,6.7
Mar2013,Central region,      27 - 51 weeks,  45-54,5.8,2.8,3.0
Mar2013,Central region,      27 - 51 weeks,  55-64,6.3,3.0,3.3
Mar2013,Central region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Central region,      52 weeks,"Total, 15 years and over",23.4,12.8,10.5
Mar2013,Central region,      52 weeks, 15-64 years,22.9,12.3,10.5
Mar2013,Central region,      52 weeks,  15-19,2.2,0.0,1.7
Mar2013,Central region,      52 weeks,  20-24,0.0,0.0,0.0
Mar2013,Central region,      52 weeks,  25-44,8.4,5.0,3.4
Mar2013,Central region,      52 weeks,  45-54,5.9,3.2,2.7
Mar2013,Central region,      52 weeks,  55-64,5.0,2.6,2.4
Mar2013,Central region,      52 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Central region,      53 weeks or more,"Total, 15 years and over",29.8,13.3,16.6
Mar2013,Central region,      53 weeks or more, 15-64 years,29.5,12.9,16.6
Mar2013,Central region,      53 weeks or more,  15-19,0.0,0.0,0.0
Mar2013,Central region,      53 weeks or more,  20-24,0.0,0.0,0.0
Mar2013,Central region,      53 weeks or more,  25-44,14.2,6.4,7.8
Mar2013,Central region,      53 weeks or more,  45-54,8.3,3.8,4.6
Mar2013,Central region,      53 weeks or more,  55-64,5.4,2.6,2.9
Mar2013,Central region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2013,Central region,   Duration unknown,"Total, 15 years and over",7.8,5.4,2.4
Mar2013,Central region,   Duration unknown, 15-64 years,7.8,5.4,2.4
Mar2013,Central region,   Duration unknown,  15-19,0.0,0.0,0.0
Mar2013,Central region,   Duration unknown,  20-24,2.2,1.9,0.0
Mar2013,Central region,   Duration unknown,  25-44,2.6,1.9,0.0
Mar2013,Central region,   Duration unknown,  45-54,1.8,0.0,0.0
Mar2013,Central region,   Duration unknown,  55-64,0.0,0.0,0.0
Mar2013,Central region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Mar2013,Central region,Average weeks unemployed (no top-code),"Total, 15 years and over",23.8,22.4,25.3
Mar2013,Central region,Average weeks unemployed (no top-code), 15-64 years,23.6,22.2,25.3
Mar2013,Central region,Average weeks unemployed (no top-code),  15-19,10.8,8.7,13.1
Mar2013,Central region,Average weeks unemployed (no top-code),  20-24,14.6,13.1,16.8
Mar2013,Central region,Average weeks unemployed (no top-code),  25-44,25.6,23.7,28.0
Mar2013,Central region,Average weeks unemployed (no top-code),  45-54,27.6,32.1,23.9
Mar2013,Central region,Average weeks unemployed (no top-code),  55-64,34.1,28.1,40.6
Mar2013,Central region,Average weeks unemployed (no top-code),  65 years and over,35.7,36.8,28.8
Mar2013,Central region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",21.7,20.7,22.9
Mar2013,Central region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,21.6,20.4,22.8
Mar2013,Central region,Average weeks unemployed (top-code = 99 weeks),  15-19,10.8,8.7,13.1
Mar2013,Central region,Average weeks unemployed (top-code = 99 weeks),  20-24,14.3,12.6,16.7
Mar2013,Central region,Average weeks unemployed (top-code = 99 weeks),  25-44,23.4,21.9,25.2
Mar2013,Central region,Average weeks unemployed (top-code = 99 weeks),  45-54,24.8,27.1,23.0
Mar2013,Central region,Average weeks unemployed (top-code = 99 weeks),  55-64,29.5,27.6,31.6
Mar2013,Central region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,35.4,36.4,28.8
Mar2013,Western region,Total unemployed,"Total, 15 years and over",151.9,92.6,59.3
Mar2013,Western region,Total unemployed, 15-64 years,149.4,91.3,58.1
Mar2013,Western region,Total unemployed,  15-19,24.9,14.5,10.5
Mar2013,Western region,Total unemployed,  20-24,25.0,16.2,8.8
Mar2013,Western region,Total unemployed,  25-44,53.0,31.1,21.8
Mar2013,Western region,Total unemployed,  45-54,26.5,17.9,8.6
Mar2013,Western region,Total unemployed,  55-64,19.9,11.6,8.3
Mar2013,Western region,Total unemployed,  65 years and over,2.5,0.0,0.0
Mar2013,Western region,   1 - 4 weeks,"Total, 15 years and over",50.4,29.2,21.2
Mar2013,Western region,   1 - 4 weeks, 15-64 years,49.7,28.7,21.0
Mar2013,Western region,   1 - 4 weeks,  15-19,11.5,5.9,5.6
Mar2013,Western region,   1 - 4 weeks,  20-24,9.2,5.1,4.1
Mar2013,Western region,   1 - 4 weeks,  25-44,15.5,9.4,6.1
Mar2013,Western region,   1 - 4 weeks,  45-54,7.8,5.5,2.3
Mar2013,Western region,   1 - 4 weeks,  55-64,5.7,2.8,2.9
Mar2013,Western region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Western region,   5 - 13 weeks,"Total, 15 years and over",40.1,27.1,13.0
Mar2013,Western region,   5 - 13 weeks, 15-64 years,39.4,26.6,12.8
Mar2013,Western region,   5 - 13 weeks,  15-19,5.7,4.1,1.6
Mar2013,Western region,   5 - 13 weeks,  20-24,7.3,5.2,2.1
Mar2013,Western region,   5 - 13 weeks,  25-44,15.2,9.8,5.3
Mar2013,Western region,   5 - 13 weeks,  45-54,6.1,4.3,1.7
Mar2013,Western region,   5 - 13 weeks,  55-64,5.2,3.1,2.1
Mar2013,Western region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Western region,   14 - 25 weeks,"Total, 15 years and over",23.4,13.5,9.9
Mar2013,Western region,   14 - 25 weeks, 15-64 years,23.0,13.3,9.6
Mar2013,Western region,   14 - 25 weeks,  15-19,3.7,2.2,1.5
Mar2013,Western region,   14 - 25 weeks,  20-24,3.5,2.4,0.0
Mar2013,Western region,   14 - 25 weeks,  25-44,8.7,3.9,4.8
Mar2013,Western region,   14 - 25 weeks,  45-54,3.8,2.5,0.0
Mar2013,Western region,   14 - 25 weeks,  55-64,3.4,2.4,0.0
Mar2013,Western region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Western region,   26 weeks ,"Total, 15 years and over",1.8,0.0,0.0
Mar2013,Western region,   26 weeks , 15-64 years,1.8,0.0,0.0
Mar2013,Western region,   26 weeks ,  15-19,0.0,0.0,0.0
Mar2013,Western region,   26 weeks ,  20-24,0.0,0.0,0.0
Mar2013,Western region,   26 weeks ,  25-44,0.0,0.0,0.0
Mar2013,Western region,   26 weeks ,  45-54,0.0,0.0,0.0
Mar2013,Western region,   26 weeks ,  55-64,0.0,0.0,0.0
Mar2013,Western region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Mar2013,Western region,   27 weeks or more,"Total, 15 years and over",32.2,18.8,13.4
Mar2013,Western region,   27 weeks or more, 15-64 years,31.5,18.8,12.7
Mar2013,Western region,   27 weeks or more,  15-19,3.0,1.8,0.0
Mar2013,Western region,   27 weeks or more,  20-24,4.0,2.5,1.5
Mar2013,Western region,   27 weeks or more,  25-44,11.0,6.0,5.0
Mar2013,Western region,   27 weeks or more,  45-54,8.5,5.5,3.0
Mar2013,Western region,   27 weeks or more,  55-64,5.1,3.0,2.1
Mar2013,Western region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2013,Western region,      27 - 51 weeks,"Total, 15 years and over",9.8,4.6,5.2
Mar2013,Western region,      27 - 51 weeks, 15-64 years,9.8,4.6,5.2
Mar2013,Western region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Mar2013,Western region,      27 - 51 weeks,  20-24,1.6,0.0,0.0
Mar2013,Western region,      27 - 51 weeks,  25-44,3.6,0.0,2.5
Mar2013,Western region,      27 - 51 weeks,  45-54,2.7,0.0,0.0
Mar2013,Western region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
Mar2013,Western region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Western region,      52 weeks,"Total, 15 years and over",10.9,6.6,4.3
Mar2013,Western region,      52 weeks, 15-64 years,10.4,6.6,3.8
Mar2013,Western region,      52 weeks,  15-19,1.5,0.0,0.0
Mar2013,Western region,      52 weeks,  20-24,1.5,0.0,0.0
Mar2013,Western region,      52 weeks,  25-44,2.9,2.1,0.0
Mar2013,Western region,      52 weeks,  45-54,3.1,2.1,0.0
Mar2013,Western region,      52 weeks,  55-64,0.0,0.0,0.0
Mar2013,Western region,      52 weeks,  65 years and over,0.0,0.0,0.0
Mar2013,Western region,      53 weeks or more,"Total, 15 years and over",11.5,7.6,3.9
Mar2013,Western region,      53 weeks or more, 15-64 years,11.3,7.6,3.7
Mar2013,Western region,      53 weeks or more,  15-19,0.0,0.0,0.0
Mar2013,Western region,      53 weeks or more,  20-24,0.0,0.0,0.0
Mar2013,Western region,      53 weeks or more,  25-44,4.5,2.9,1.7
Mar2013,Western region,      53 weeks or more,  45-54,2.7,2.0,0.0
Mar2013,Western region,      53 weeks or more,  55-64,2.6,1.6,0.0
Mar2013,Western region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2013,Western region,   Duration unknown,"Total, 15 years and over",4.0,2.8,0.0
Mar2013,Western region,   Duration unknown, 15-64 years,4.0,2.8,0.0
Mar2013,Western region,   Duration unknown,  15-19,0.0,0.0,0.0
Mar2013,Western region,   Duration unknown,  20-24,0.0,0.0,0.0
Mar2013,Western region,   Duration unknown,  25-44,1.9,0.0,0.0
Mar2013,Western region,   Duration unknown,  45-54,0.0,0.0,0.0
Mar2013,Western region,   Duration unknown,  55-64,0.0,0.0,0.0
Mar2013,Western region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Mar2013,Western region,Average weeks unemployed (no top-code),"Total, 15 years and over",21.5,22.0,20.9
Mar2013,Western region,Average weeks unemployed (no top-code), 15-64 years,21.5,22.2,20.6
Mar2013,Western region,Average weeks unemployed (no top-code),  15-19,14.4,13.8,15.3
Mar2013,Western region,Average weeks unemployed (no top-code),  20-24,16.5,17.6,14.7
Mar2013,Western region,Average weeks unemployed (no top-code),  25-44,21.8,21.8,21.6
Mar2013,Western region,Average weeks unemployed (no top-code),  45-54,26.6,28.1,23.5
Mar2013,Western region,Average weeks unemployed (no top-code),  55-64,29.1,30.0,27.5
Mar2013,Western region,Average weeks unemployed (no top-code),  65 years and over,21.9,8.1,34.6
Mar2013,Western region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",19.3,19.5,19.0
Mar2013,Western region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,19.2,19.7,18.6
Mar2013,Western region,Average weeks unemployed (top-code = 99 weeks),  15-19,13.3,13.8,12.7
Mar2013,Western region,Average weeks unemployed (top-code = 99 weeks),  20-24,15.5,16.2,14.1
Mar2013,Western region,Average weeks unemployed (top-code = 99 weeks),  25-44,19.7,19.6,19.7
Mar2013,Western region,Average weeks unemployed (top-code = 99 weeks),  45-54,23.8,24.2,23.0
Mar2013,Western region,Average weeks unemployed (top-code = 99 weeks),  55-64,24.0,24.5,22.9
Mar2013,Western region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,21.9,8.1,34.6
Mar2013,Northern region,Total unemployed,"Total, 15 years and over",31.5,19.8,11.7
Mar2013,Northern region,Total unemployed, 15-64 years,30.3,19.0,11.3
Mar2013,Northern region,Total unemployed,  15-19,3.9,2.0,1.9
Mar2013,Northern region,Total unemployed,  20-24,6.2,4.7,1.5
Mar2013,Northern region,Total unemployed,  25-44,10.4,5.8,4.7
Mar2013,Northern region,Total unemployed,  45-54,5.9,4.0,1.9
Mar2013,Northern region,Total unemployed,  55-64,3.9,2.6,0.0
Mar2013,Northern region,Total unemployed,  65 years and over,0.0,0.0,0.0
Mar2013,Northern region,   1 - 4 weeks,"Total, 15 years and over",9.7,6.1,3.7
Mar2013,Northern region,   1 - 4 weeks, 15-64 years,9.5,5.9,3.7
