MONTH,GEOGRAPHY,DURATION,AGE GROUP,Both sexes,Male,Female
Dec2002,"Total, Ontario regions",   Duration unknown,  25-44,4.3,0.0,3.4
Dec2002,"Total, Ontario regions",   Duration unknown,  45-54,1.5,0.0,0.0
Dec2002,"Total, Ontario regions",   Duration unknown,  55-64,0.0,0.0,0.0
Dec2002,"Total, Ontario regions",   Duration unknown,  65 years and over,0.0,0.0,0.0
Dec2002,"Total, Ontario regions",Average weeks unemployed (no top-code),"Total, 15 years and over",16.6,17.3,15.7
Dec2002,"Total, Ontario regions",Average weeks unemployed (no top-code), 15-64 years,16.5,17.2,15.6
Dec2002,"Total, Ontario regions",Average weeks unemployed (no top-code),  15-19,8.1,7.8,8.7
Dec2002,"Total, Ontario regions",Average weeks unemployed (no top-code),  20-24,10.3,11.1,8.7
Dec2002,"Total, Ontario regions",Average weeks unemployed (no top-code),  25-44,17.2,18.8,15.3
Dec2002,"Total, Ontario regions",Average weeks unemployed (no top-code),  45-54,22.4,22.7,22.0
Dec2002,"Total, Ontario regions",Average weeks unemployed (no top-code),  55-64,30.0,32.5,26.2
Dec2002,"Total, Ontario regions",Average weeks unemployed (no top-code),  65 years and over,26.0,22.7,32.5
Dec2002,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",15.2,15.8,14.5
Dec2002,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks), 15-64 years,15.2,15.8,14.4
Dec2002,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  15-19,8.1,7.8,8.7
Dec2002,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  20-24,10.2,11.1,8.7
Dec2002,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  25-44,16.2,17.2,15.0
Dec2002,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  45-54,18.1,19.2,16.9
Dec2002,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  55-64,26.7,28.7,23.5
Dec2002,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  65 years and over,23.2,18.6,32.4
Dec2002,Eastern region,Total unemployed,"Total, 15 years and over",68.0,37.0,31.1
Dec2002,Eastern region,Total unemployed, 15-64 years,67.2,36.2,31.0
Dec2002,Eastern region,Total unemployed,  15-19,11.4,6.7,4.7
Dec2002,Eastern region,Total unemployed,  20-24,9.4,5.0,4.4
Dec2002,Eastern region,Total unemployed,  25-44,30.4,16.3,14.1
Dec2002,Eastern region,Total unemployed,  45-54,9.8,4.9,4.8
Dec2002,Eastern region,Total unemployed,  55-64,6.3,3.3,3.0
Dec2002,Eastern region,Total unemployed,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,   1 - 4 weeks,"Total, 15 years and over",22.5,13.0,9.5
Dec2002,Eastern region,   1 - 4 weeks, 15-64 years,22.2,12.8,9.4
Dec2002,Eastern region,   1 - 4 weeks,  15-19,5.3,3.6,1.7
Dec2002,Eastern region,   1 - 4 weeks,  20-24,4.0,2.4,1.6
Dec2002,Eastern region,   1 - 4 weeks,  25-44,8.1,4.6,3.5
Dec2002,Eastern region,   1 - 4 weeks,  45-54,3.1,0.0,1.7
Dec2002,Eastern region,   1 - 4 weeks,  55-64,1.7,0.0,0.0
Dec2002,Eastern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,   5 - 13 weeks,"Total, 15 years and over",19.2,9.1,10.1
Dec2002,Eastern region,   5 - 13 weeks, 15-64 years,19.1,8.9,10.1
Dec2002,Eastern region,   5 - 13 weeks,  15-19,3.9,2.2,1.7
Dec2002,Eastern region,   5 - 13 weeks,  20-24,3.4,1.6,1.8
Dec2002,Eastern region,   5 - 13 weeks,  25-44,7.6,3.9,3.7
Dec2002,Eastern region,   5 - 13 weeks,  45-54,2.9,0.0,2.3
Dec2002,Eastern region,   5 - 13 weeks,  55-64,0.0,0.0,0.0
Dec2002,Eastern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,   14 - 25 weeks,"Total, 15 years and over",11.2,6.5,4.7
Dec2002,Eastern region,   14 - 25 weeks, 15-64 years,11.2,6.5,4.7
Dec2002,Eastern region,   14 - 25 weeks,  15-19,0.0,0.0,0.0
Dec2002,Eastern region,   14 - 25 weeks,  20-24,0.0,0.0,0.0
Dec2002,Eastern region,   14 - 25 weeks,  25-44,6.4,3.7,2.7
Dec2002,Eastern region,   14 - 25 weeks,  45-54,0.0,0.0,0.0
Dec2002,Eastern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
Dec2002,Eastern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
Dec2002,Eastern region,   26 weeks , 15-64 years,0.0,0.0,0.0
Dec2002,Eastern region,   26 weeks ,  15-19,0.0,0.0,0.0
Dec2002,Eastern region,   26 weeks ,  20-24,0.0,0.0,0.0
Dec2002,Eastern region,   26 weeks ,  25-44,0.0,0.0,0.0
Dec2002,Eastern region,   26 weeks ,  45-54,0.0,0.0,0.0
Dec2002,Eastern region,   26 weeks ,  55-64,0.0,0.0,0.0
Dec2002,Eastern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,   27 weeks or more,"Total, 15 years and over",12.1,7.5,4.6
Dec2002,Eastern region,   27 weeks or more, 15-64 years,11.8,7.2,4.6
Dec2002,Eastern region,   27 weeks or more,  15-19,0.0,0.0,0.0
Dec2002,Eastern region,   27 weeks or more,  20-24,0.0,0.0,0.0
Dec2002,Eastern region,   27 weeks or more,  25-44,6.9,3.5,3.5
Dec2002,Eastern region,   27 weeks or more,  45-54,2.0,1.7,0.0
Dec2002,Eastern region,   27 weeks or more,  55-64,1.7,0.0,0.0
Dec2002,Eastern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,      27 - 51 weeks,"Total, 15 years and over",5.3,2.5,2.8
Dec2002,Eastern region,      27 - 51 weeks, 15-64 years,5.3,2.5,2.8
Dec2002,Eastern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Dec2002,Eastern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Dec2002,Eastern region,      27 - 51 weeks,  25-44,3.4,0.0,2.1
Dec2002,Eastern region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
Dec2002,Eastern region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
Dec2002,Eastern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,      52 weeks,"Total, 15 years and over",3.0,1.9,0.0
Dec2002,Eastern region,      52 weeks, 15-64 years,2.7,1.6,0.0
Dec2002,Eastern region,      52 weeks,  15-19,0.0,0.0,0.0
Dec2002,Eastern region,      52 weeks,  20-24,0.0,0.0,0.0
Dec2002,Eastern region,      52 weeks,  25-44,1.8,0.0,0.0
Dec2002,Eastern region,      52 weeks,  45-54,0.0,0.0,0.0
Dec2002,Eastern region,      52 weeks,  55-64,0.0,0.0,0.0
Dec2002,Eastern region,      52 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,      53 weeks or more,"Total, 15 years and over",3.9,3.2,0.0
Dec2002,Eastern region,      53 weeks or more, 15-64 years,3.8,3.1,0.0
Dec2002,Eastern region,      53 weeks or more,  15-19,0.0,0.0,0.0
Dec2002,Eastern region,      53 weeks or more,  20-24,0.0,0.0,0.0
Dec2002,Eastern region,      53 weeks or more,  25-44,1.8,0.0,0.0
Dec2002,Eastern region,      53 weeks or more,  45-54,0.0,0.0,0.0
Dec2002,Eastern region,      53 weeks or more,  55-64,0.0,0.0,0.0
Dec2002,Eastern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,   Duration unknown,"Total, 15 years and over",1.8,0.0,0.0
Dec2002,Eastern region,   Duration unknown, 15-64 years,1.8,0.0,0.0
Dec2002,Eastern region,   Duration unknown,  15-19,0.0,0.0,0.0
Dec2002,Eastern region,   Duration unknown,  20-24,0.0,0.0,0.0
Dec2002,Eastern region,   Duration unknown,  25-44,0.0,0.0,0.0
Dec2002,Eastern region,   Duration unknown,  45-54,0.0,0.0,0.0
Dec2002,Eastern region,   Duration unknown,  55-64,0.0,0.0,0.0
Dec2002,Eastern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Dec2002,Eastern region,Average weeks unemployed (no top-code),"Total, 15 years and over",17.3,18.8,15.4
Dec2002,Eastern region,Average weeks unemployed (no top-code), 15-64 years,17.1,18.6,15.4
Dec2002,Eastern region,Average weeks unemployed (no top-code),  15-19,8.2,7.8,8.8
Dec2002,Eastern region,Average weeks unemployed (no top-code),  20-24,10.5,11.3,9.5
Dec2002,Eastern region,Average weeks unemployed (no top-code),  25-44,19.0,19.1,18.9
Dec2002,Eastern region,Average weeks unemployed (no top-code),  45-54,19.6,27.1,12.3
Dec2002,Eastern region,Average weeks unemployed (no top-code),  55-64,31.0,36.8,23.3
Dec2002,Eastern region,Average weeks unemployed (no top-code),  65 years and over,28.8,28.8,0.0
Dec2002,Eastern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",16.7,18.2,14.9
Dec2002,Eastern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,16.5,17.9,14.9
Dec2002,Eastern region,Average weeks unemployed (top-code = 99 weeks),  15-19,8.2,7.8,8.8
Dec2002,Eastern region,Average weeks unemployed (top-code = 99 weeks),  20-24,10.5,11.3,9.5
Dec2002,Eastern region,Average weeks unemployed (top-code = 99 weeks),  25-44,18.9,19.0,18.8
Dec2002,Eastern region,Average weeks unemployed (top-code = 99 weeks),  45-54,17.8,25.1,10.8
Dec2002,Eastern region,Average weeks unemployed (top-code = 99 weeks),  55-64,27.8,33.4,20.6
Dec2002,Eastern region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,28.8,28.8,0.0
Dec2002,Central region,Total unemployed,"Total, 15 years and over",216.1,124.1,92.1
Dec2002,Central region,Total unemployed, 15-64 years,213.8,122.7,91.1
Dec2002,Central region,Total unemployed,  15-19,31.1,21.0,10.1
Dec2002,Central region,Total unemployed,  20-24,31.9,21.4,10.5
Dec2002,Central region,Total unemployed,  25-44,99.8,51.9,47.9
Dec2002,Central region,Total unemployed,  45-54,31.0,16.2,14.8
Dec2002,Central region,Total unemployed,  55-64,20.0,12.1,7.9
Dec2002,Central region,Total unemployed,  65 years and over,2.3,0.0,0.0
Dec2002,Central region,   1 - 4 weeks,"Total, 15 years and over",79.1,45.6,33.4
Dec2002,Central region,   1 - 4 weeks, 15-64 years,77.8,44.6,33.2
Dec2002,Central region,   1 - 4 weeks,  15-19,17.1,11.8,5.2
Dec2002,Central region,   1 - 4 weeks,  20-24,13.4,8.7,4.6
Dec2002,Central region,   1 - 4 weeks,  25-44,32.7,16.3,16.3
Dec2002,Central region,   1 - 4 weeks,  45-54,9.7,4.7,4.9
Dec2002,Central region,   1 - 4 weeks,  55-64,5.0,3.0,2.1
Dec2002,Central region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Central region,   5 - 13 weeks,"Total, 15 years and over",67.5,39.4,28.1
Dec2002,Central region,   5 - 13 weeks, 15-64 years,67.0,39.1,27.8
Dec2002,Central region,   5 - 13 weeks,  15-19,9.1,5.8,3.3
Dec2002,Central region,   5 - 13 weeks,  20-24,9.5,6.4,3.1
Dec2002,Central region,   5 - 13 weeks,  25-44,34.1,19.4,14.7
Dec2002,Central region,   5 - 13 weeks,  45-54,10.8,5.7,5.1
Dec2002,Central region,   5 - 13 weeks,  55-64,3.5,1.9,1.6
Dec2002,Central region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Central region,   14 - 25 weeks,"Total, 15 years and over",28.8,16.8,11.9
Dec2002,Central region,   14 - 25 weeks, 15-64 years,28.8,16.8,11.9
Dec2002,Central region,   14 - 25 weeks,  15-19,2.8,2.4,0.0
Dec2002,Central region,   14 - 25 weeks,  20-24,4.3,3.3,0.0
Dec2002,Central region,   14 - 25 weeks,  25-44,16.0,7.8,8.2
Dec2002,Central region,   14 - 25 weeks,  45-54,3.2,1.7,1.6
Dec2002,Central region,   14 - 25 weeks,  55-64,2.4,1.7,0.0
Dec2002,Central region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Central region,   26 weeks ,"Total, 15 years and over",3.3,0.0,1.9
Dec2002,Central region,   26 weeks , 15-64 years,3.3,0.0,1.9
Dec2002,Central region,   26 weeks ,  15-19,0.0,0.0,0.0
Dec2002,Central region,   26 weeks ,  20-24,0.0,0.0,0.0
Dec2002,Central region,   26 weeks ,  25-44,0.0,0.0,0.0
Dec2002,Central region,   26 weeks ,  45-54,0.0,0.0,0.0
Dec2002,Central region,   26 weeks ,  55-64,0.0,0.0,0.0
Dec2002,Central region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Dec2002,Central region,   27 weeks or more,"Total, 15 years and over",32.5,18.6,13.9
Dec2002,Central region,   27 weeks or more, 15-64 years,32.1,18.6,13.4
Dec2002,Central region,   27 weeks or more,  15-19,0.0,0.0,0.0
Dec2002,Central region,   27 weeks or more,  20-24,2.7,2.0,0.0
Dec2002,Central region,   27 weeks or more,  25-44,14.2,7.8,6.4
Dec2002,Central region,   27 weeks or more,  45-54,6.3,3.5,2.9
Dec2002,Central region,   27 weeks or more,  55-64,8.4,5.4,3.0
Dec2002,Central region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Dec2002,Central region,      27 - 51 weeks,"Total, 15 years and over",16.8,9.8,7.0
Dec2002,Central region,      27 - 51 weeks, 15-64 years,16.8,9.8,7.0
Dec2002,Central region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Dec2002,Central region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Dec2002,Central region,      27 - 51 weeks,  25-44,7.3,4.3,2.9
Dec2002,Central region,      27 - 51 weeks,  45-54,3.4,2.0,0.0
Dec2002,Central region,      27 - 51 weeks,  55-64,4.5,2.8,1.7
Dec2002,Central region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Central region,      52 weeks,"Total, 15 years and over",7.4,3.6,3.7
Dec2002,Central region,      52 weeks, 15-64 years,7.1,3.6,3.5
Dec2002,Central region,      52 weeks,  15-19,0.0,0.0,0.0
Dec2002,Central region,      52 weeks,  20-24,0.0,0.0,0.0
Dec2002,Central region,      52 weeks,  25-44,2.8,0.0,2.0
Dec2002,Central region,      52 weeks,  45-54,1.8,0.0,0.0
Dec2002,Central region,      52 weeks,  55-64,0.0,0.0,0.0
Dec2002,Central region,      52 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Central region,      53 weeks or more,"Total, 15 years and over",8.3,5.2,3.2
Dec2002,Central region,      53 weeks or more, 15-64 years,8.1,5.2,2.9
Dec2002,Central region,      53 weeks or more,  15-19,0.0,0.0,0.0
Dec2002,Central region,      53 weeks or more,  20-24,0.0,0.0,0.0
Dec2002,Central region,      53 weeks or more,  25-44,4.1,2.6,1.5
Dec2002,Central region,      53 weeks or more,  45-54,0.0,0.0,0.0
Dec2002,Central region,      53 weeks or more,  55-64,2.6,2.0,0.0
Dec2002,Central region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Dec2002,Central region,   Duration unknown,"Total, 15 years and over",4.9,2.1,2.8
Dec2002,Central region,   Duration unknown, 15-64 years,4.9,2.1,2.8
Dec2002,Central region,   Duration unknown,  15-19,1.5,0.0,0.0
Dec2002,Central region,   Duration unknown,  20-24,0.0,0.0,0.0
Dec2002,Central region,   Duration unknown,  25-44,1.7,0.0,1.5
Dec2002,Central region,   Duration unknown,  45-54,0.0,0.0,0.0
Dec2002,Central region,   Duration unknown,  55-64,0.0,0.0,0.0
Dec2002,Central region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Dec2002,Central region,Average weeks unemployed (no top-code),"Total, 15 years and over",15.4,15.3,15.6
Dec2002,Central region,Average weeks unemployed (no top-code), 15-64 years,15.4,15.4,15.4
Dec2002,Central region,Average weeks unemployed (no top-code),  15-19,6.5,6.1,7.5
Dec2002,Central region,Average weeks unemployed (no top-code),  20-24,10.9,11.9,8.7
Dec2002,Central region,Average weeks unemployed (no top-code),  25-44,16.1,17.1,15.1
Dec2002,Central region,Average weeks unemployed (no top-code),  45-54,17.2,16.0,18.5
Dec2002,Central region,Average weeks unemployed (no top-code),  55-64,29.4,29.8,28.6
Dec2002,Central region,Average weeks unemployed (no top-code),  65 years and over,19.0,4.1,42.0
Dec2002,Central region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",14.6,14.6,14.7
Dec2002,Central region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,14.6,14.7,14.5
Dec2002,Central region,Average weeks unemployed (top-code = 99 weeks),  15-19,6.5,6.1,7.5
Dec2002,Central region,Average weeks unemployed (top-code = 99 weeks),  20-24,10.8,11.8,8.7
Dec2002,Central region,Average weeks unemployed (top-code = 99 weeks),  25-44,15.2,15.9,14.5
Dec2002,Central region,Average weeks unemployed (top-code = 99 weeks),  45-54,15.8,15.4,16.1
Dec2002,Central region,Average weeks unemployed (top-code = 99 weeks),  55-64,27.5,28.1,26.4
Dec2002,Central region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,18.9,4.1,41.8
Dec2002,Western region,Total unemployed,"Total, 15 years and over",109.0,62.7,46.4
Dec2002,Western region,Total unemployed, 15-64 years,108.5,62.4,46.1
Dec2002,Western region,Total unemployed,  15-19,22.5,13.5,9.0
Dec2002,Western region,Total unemployed,  20-24,14.2,9.2,5.0
Dec2002,Western region,Total unemployed,  25-44,48.1,26.8,21.3
Dec2002,Western region,Total unemployed,  45-54,16.8,8.4,8.4
Dec2002,Western region,Total unemployed,  55-64,7.0,4.5,2.5
Dec2002,Western region,Total unemployed,  65 years and over,0.0,0.0,0.0
Dec2002,Western region,   1 - 4 weeks,"Total, 15 years and over",41.4,23.2,18.2
Dec2002,Western region,   1 - 4 weeks, 15-64 years,41.4,23.2,18.2
Dec2002,Western region,   1 - 4 weeks,  15-19,10.2,6.4,3.8
Dec2002,Western region,   1 - 4 weeks,  20-24,6.3,3.7,2.6
Dec2002,Western region,   1 - 4 weeks,  25-44,17.2,9.0,8.2
Dec2002,Western region,   1 - 4 weeks,  45-54,5.7,3.0,2.6
Dec2002,Western region,   1 - 4 weeks,  55-64,2.0,0.0,0.0
Dec2002,Western region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Western region,   5 - 13 weeks,"Total, 15 years and over",32.2,17.5,14.7
Dec2002,Western region,   5 - 13 weeks, 15-64 years,32.0,17.5,14.5
Dec2002,Western region,   5 - 13 weeks,  15-19,7.6,4.2,3.4
Dec2002,Western region,   5 - 13 weeks,  20-24,4.0,2.9,0.0
Dec2002,Western region,   5 - 13 weeks,  25-44,14.1,7.6,6.5
Dec2002,Western region,   5 - 13 weeks,  45-54,4.5,1.9,2.6
Dec2002,Western region,   5 - 13 weeks,  55-64,1.8,0.0,0.0
Dec2002,Western region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Western region,   14 - 25 weeks,"Total, 15 years and over",14.2,9.1,5.2
Dec2002,Western region,   14 - 25 weeks, 15-64 years,14.2,9.1,5.1
Dec2002,Western region,   14 - 25 weeks,  15-19,2.3,1.5,0.0
Dec2002,Western region,   14 - 25 weeks,  20-24,2.0,0.0,0.0
Dec2002,Western region,   14 - 25 weeks,  25-44,6.7,4.2,2.5
Dec2002,Western region,   14 - 25 weeks,  45-54,2.0,0.0,0.0
Dec2002,Western region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
Dec2002,Western region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Western region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
Dec2002,Western region,   26 weeks , 15-64 years,0.0,0.0,0.0
Dec2002,Western region,   26 weeks ,  15-19,0.0,0.0,0.0
Dec2002,Western region,   26 weeks ,  20-24,0.0,0.0,0.0
Dec2002,Western region,   26 weeks ,  25-44,0.0,0.0,0.0
Dec2002,Western region,   26 weeks ,  45-54,0.0,0.0,0.0
Dec2002,Western region,   26 weeks ,  55-64,0.0,0.0,0.0
Dec2002,Western region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Dec2002,Western region,   27 weeks or more,"Total, 15 years and over",16.8,10.9,5.9
Dec2002,Western region,   27 weeks or more, 15-64 years,16.5,10.6,5.9
Dec2002,Western region,   27 weeks or more,  15-19,1.7,0.0,0.0
Dec2002,Western region,   27 weeks or more,  20-24,0.0,0.0,0.0
Dec2002,Western region,   27 weeks or more,  25-44,8.2,5.5,2.7
Dec2002,Western region,   27 weeks or more,  45-54,4.1,2.2,1.9
Dec2002,Western region,   27 weeks or more,  55-64,1.7,0.0,0.0
Dec2002,Western region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Dec2002,Western region,      27 - 51 weeks,"Total, 15 years and over",6.0,3.8,2.2
Dec2002,Western region,      27 - 51 weeks, 15-64 years,6.0,3.8,2.2
Dec2002,Western region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Dec2002,Western region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Dec2002,Western region,      27 - 51 weeks,  25-44,3.2,1.9,0.0
Dec2002,Western region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
Dec2002,Western region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
Dec2002,Western region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Western region,      52 weeks,"Total, 15 years and over",4.4,2.8,1.5
Dec2002,Western region,      52 weeks, 15-64 years,4.2,2.6,1.5
Dec2002,Western region,      52 weeks,  15-19,0.0,0.0,0.0
Dec2002,Western region,      52 weeks,  20-24,0.0,0.0,0.0
Dec2002,Western region,      52 weeks,  25-44,1.7,0.0,0.0
Dec2002,Western region,      52 weeks,  45-54,0.0,0.0,0.0
Dec2002,Western region,      52 weeks,  55-64,0.0,0.0,0.0
Dec2002,Western region,      52 weeks,  65 years and over,0.0,0.0,0.0
Dec2002,Western region,      53 weeks or more,"Total, 15 years and over",6.4,4.2,2.1
Dec2002,Western region,      53 weeks or more, 15-64 years,6.3,4.2,2.1
Dec2002,Western region,      53 weeks or more,  15-19,0.0,0.0,0.0
Dec2002,Western region,      53 weeks or more,  20-24,0.0,0.0,0.0
Dec2002,Western region,      53 weeks or more,  25-44,3.3,2.5,0.0
Dec2002,Western region,      53 weeks or more,  45-54,1.9,0.0,0.0
Dec2002,Western region,      53 weeks or more,  55-64,0.0,0.0,0.0
Dec2002,Western region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Dec2002,Western region,   Duration unknown,"Total, 15 years and over",3.4,0.0,2.1
Dec2002,Western region,   Duration unknown, 15-64 years,3.4,0.0,2.1
